FEATURE,SATISFACTION_WEIGHT,DISSATISFACTION_WEIGHT,QUARTERLY_PERIODS,COUNTRY,WEIGHT_PER_PERSON,RESTAURANT_NAME,CITY,BOOKING_CHANNEL,RESTAURANT_BRAND,AGE,AGE_BREAKS,GENDER,RESERVATION_TYPE,ORDER_TYPE,UNIQUE_ID
Customer Service,6888.18368,0.0,2024Q3,FR,0.0,KFC Paris #75,Paris,OpenTable,KFC,41,35-45,Female,Reserved,Eat In,293
Service Speed,6888.18368,0.0,2024Q3,FR,0.0,KFC Paris #75,Paris,OpenTable,KFC,41,35-45,Female,Reserved,Eat In,293
Hygiene & Cleanliness,6888.18368,0.0,2024Q3,FR,0.0,KFC Paris #75,Paris,OpenTable,KFC,41,35-45,Female,Reserved,Eat In,293
Customer Service,5064.60925,0.0,2024Q2,DE,5064.60925,Burger King Berlin #58,Berlin,Deliveroo,Burger King,37,35-45,Male,Reserved,Delivery,294
Menu Variety,5064.60925,0.0,2024Q2,DE,0.0,Burger King Berlin #58,Berlin,Deliveroo,Burger King,37,35-45,Male,Reserved,Delivery,294
Food Quality,5064.60925,0.0,2024Q2,DE,0.0,Burger King Berlin #58,Berlin,Deliveroo,Burger King,37,35-45,Male,Reserved,Delivery,294
Hygiene & Cleanliness,0.0,7623.44897,2024Q3,UK,7623.44897,KFC London #83,London,Deliveroo,KFC,25,25-34,Male,Reserved,Delivery,295
Reservation System,0.0,7623.44897,2024Q3,UK,0.0,KFC London #83,London,Deliveroo,KFC,25,25-34,Male,Reserved,Delivery,295
Location & Accessibility,0.0,7623.44897,2024Q3,UK,0.0,KFC London #83,London,Deliveroo,KFC,25,25-34,Male,Reserved,Delivery,295
Hygiene & Cleanliness,0.0,3623.40181,2024Q3,UK,3623.40181,Subway London #13,London,UberEats,Subway,68,65+,Female,Reserved,Delivery,296
Pricing,5439.30902,0.0,2024Q3,US,5439.30902,Chipotle New York #60,New York,UberEats,Chipotle,42,35-45,Female,Reserved,Delivery,297
Reservation System,5439.30902,0.0,2024Q3,US,0.0,Chipotle New York #60,New York,UberEats,Chipotle,42,35-45,Female,Reserved,Delivery,297
Special Features or Experiences,5439.30902,0.0,2024Q3,US,0.0,Chipotle New York #60,New York,UberEats,Chipotle,42,35-45,Female,Reserved,Delivery,297
Service Speed,5439.30902,0.0,2024Q3,US,0.0,Chipotle New York #60,New York,UberEats,Chipotle,42,35-45,Female,Reserved,Delivery,297
Special Features or Experiences,7877.2179,0.0,2024Q3,IT,7877.2179,Subway Rome #98,Rome,RestaurantWebsite,Subway,18,18-24,Female,Reserved,Delivery,298
Ambience,7877.2179,0.0,2024Q3,IT,0.0,Subway Rome #98,Rome,RestaurantWebsite,Subway,18,18-24,Female,Reserved,Delivery,298
Food Quality,7877.2179,0.0,2024Q3,IT,0.0,Subway Rome #98,Rome,RestaurantWebsite,Subway,18,18-24,Female,Reserved,Delivery,298
Location & Accessibility,7877.2179,0.0,2024Q3,IT,0.0,Subway Rome #98,Rome,RestaurantWebsite,Subway,18,18-24,Female,Reserved,Delivery,298
Menu Variety,0.0,5680.97026,2024Q3,FR,5680.97026,Subway Paris #32,Paris,JustEat,Subway,82,65+,Male,Reserved,Delivery,299
Pricing,0.0,5680.97026,2024Q3,FR,0.0,Subway Paris #32,Paris,JustEat,Subway,82,65+,Male,Reserved,Delivery,299
Food Quality,0.0,5680.97026,2024Q3,FR,0.0,Subway Paris #32,Paris,JustEat,Subway,82,65+,Male,Reserved,Delivery,299
Customer Service,0.0,5680.97026,2024Q3,FR,0.0,Subway Paris #32,Paris,JustEat,Subway,82,65+,Male,Reserved,Delivery,299
Reservation System,1171.17941,0.0,2024Q2,US,1171.17941,Burger King New York #79,New York,JustEat,Burger King,45,35-45,Male,Reserved,Delivery,300
Ambience,1171.17941,0.0,2024Q2,US,0.0,Burger King New York #79,New York,JustEat,Burger King,45,35-45,Male,Reserved,Delivery,300
Service Speed,1171.17941,0.0,2024Q2,US,0.0,Burger King New York #79,New York,JustEat,Burger King,45,35-45,Male,Reserved,Delivery,300
Pricing,0.0,4469.07065,2024Q2,ES,4469.07065,Subway Madrid #75,Madrid,RestaurantWebsite,Subway,61,55-64,Female,Reserved,Eat In,301
Reservation System,0.0,4469.07065,2024Q2,ES,0.0,Subway Madrid #75,Madrid,RestaurantWebsite,Subway,61,55-64,Female,Reserved,Eat In,301
Special Features or Experiences,0.0,4469.07065,2024Q2,ES,0.0,Subway Madrid #75,Madrid,RestaurantWebsite,Subway,61,55-64,Female,Reserved,Eat In,301
Pricing,0.0,3932.67441,2024Q2,FR,3932.67441,Chipotle Paris #74,Paris,UberEats,Chipotle,22,18-24,Male,Reserved,Delivery,302
Location & Accessibility,0.0,3932.67441,2024Q2,FR,0.0,Chipotle Paris #74,Paris,UberEats,Chipotle,22,18-24,Male,Reserved,Delivery,302
Special Features or Experiences,0.0,3932.67441,2024Q2,FR,0.0,Chipotle Paris #74,Paris,UberEats,Chipotle,22,18-24,Male,Reserved,Delivery,302
Special Features or Experiences,5483.28254,0.0,2024Q3,DE,5483.28254,KFC Berlin #90,Berlin,OpenTable,KFC,68,65+,Female,Reserved,Eat In,303
Food Quality,5483.28254,0.0,2024Q3,DE,0.0,KFC Berlin #90,Berlin,OpenTable,KFC,68,65+,Female,Reserved,Eat In,303
Reservation System,5483.28254,0.0,2024Q3,DE,0.0,KFC Berlin #90,Berlin,OpenTable,KFC,68,65+,Female,Reserved,Eat In,303
Ambience,7872.56953,0.0,2024Q3,IT,7872.56953,Subway Rome #71,Rome,UberEats,Subway,35,35-45,Female,Reserved,Delivery,304
Menu Variety,7872.56953,0.0,2024Q3,IT,0.0,Subway Rome #71,Rome,UberEats,Subway,35,35-45,Female,Reserved,Delivery,304
Reservation System,7872.56953,0.0,2024Q3,IT,0.0,Subway Rome #71,Rome,UberEats,Subway,35,35-45,Female,Reserved,Delivery,304
Customer Service,7872.56953,0.0,2024Q3,IT,0.0,Subway Rome #71,Rome,UberEats,Subway,35,35-45,Female,Reserved,Delivery,304
Customer Service,0.0,1195.16313,2024Q3,US,1195.16313,McDonald's New York #47,New York,OpenTable,McDonald's,35,35-45,Female,Reserved,Eat In,305
Ambience,1453.99319,0.0,2024Q2,US,1453.99319,Subway New York #95,New York,UberEats,Subway,18,18-24,Female,Reserved,Delivery,306
Location & Accessibility,7248.67869,0.0,2024Q3,US,7248.67869,Subway New York #16,New York,Deliveroo,Subway,38,35-45,Male,Reserved,Delivery,307
Ambience,7248.67869,0.0,2024Q3,US,0.0,Subway New York #16,New York,Deliveroo,Subway,38,35-45,Male,Reserved,Delivery,307
Service Speed,7248.67869,0.0,2024Q3,US,0.0,Subway New York #16,New York,Deliveroo,Subway,38,35-45,Male,Reserved,Delivery,307
Hygiene & Cleanliness,7248.67869,0.0,2024Q3,US,0.0,Subway New York #16,New York,Deliveroo,Subway,38,35-45,Male,Reserved,Delivery,307
Special Features or Experiences,7940.11092,0.0,2024Q2,US,7940.11092,Chipotle New York #47,New York,OpenTable,Chipotle,58,55-64,Male,Reserved,Eat In,308
Service Speed,7405.05855,0.0,2024Q2,US,7405.05855,Burger King New York #9,New York,UberEats,Burger King,77,65+,Female,Reserved,Delivery,309
Location & Accessibility,7405.05855,0.0,2024Q2,US,0.0,Burger King New York #9,New York,UberEats,Burger King,77,65+,Female,Reserved,Delivery,309
Food Quality,8285.13383,0.0,2024Q3,FR,8285.13383,Burger King Paris #49,Paris,JustEat,Burger King,33,25-34,Male,Reserved,Delivery,310
Service Speed,8285.13383,0.0,2024Q3,FR,0.0,Burger King Paris #49,Paris,JustEat,Burger King,33,25-34,Male,Reserved,Delivery,310
Service Speed,0.0,1666.29784,2024Q2,ES,1666.29784,Burger King Madrid #45,Madrid,JustEat,Burger King,64,55-64,Male,Reserved,Delivery,311
Special Features or Experiences,0.0,1666.29784,2024Q2,ES,0.0,Burger King Madrid #45,Madrid,JustEat,Burger King,64,55-64,Male,Reserved,Delivery,311
Pricing,0.0,1666.29784,2024Q2,ES,0.0,Burger King Madrid #45,Madrid,JustEat,Burger King,64,55-64,Male,Reserved,Delivery,311
Ambience,0.0,1666.29784,2024Q2,ES,0.0,Burger King Madrid #45,Madrid,JustEat,Burger King,64,55-64,Male,Reserved,Delivery,311
Food Quality,2400.61514,0.0,2024Q2,UK,2400.61514,Chipotle London #56,London,Deliveroo,Chipotle,74,65+,Female,Reserved,Delivery,312
Reservation System,2400.61514,0.0,2024Q2,UK,0.0,Chipotle London #56,London,Deliveroo,Chipotle,74,65+,Female,Reserved,Delivery,312
Customer Service,3270.21678,0.0,2024Q3,US,3270.21678,Burger King New York #4,New York,JustEat,Burger King,27,25-34,Female,Reserved,Delivery,313
Service Speed,0.0,8006.03087,2024Q2,US,8006.03087,McDonald's New York #6,New York,Deliveroo,McDonald's,60,55-64,Male,Reserved,Delivery,314
Special Features or Experiences,0.0,8006.03087,2024Q2,US,0.0,McDonald's New York #6,New York,Deliveroo,McDonald's,60,55-64,Male,Reserved,Delivery,314
Customer Service,0.0,8006.03087,2024Q2,US,0.0,McDonald's New York #6,New York,Deliveroo,McDonald's,60,55-64,Male,Reserved,Delivery,314
Pricing,0.0,8006.03087,2024Q2,US,0.0,McDonald's New York #6,New York,Deliveroo,McDonald's,60,55-64,Male,Reserved,Delivery,314
Location & Accessibility,0.0,4708.68844,2024Q3,IT,4708.68844,KFC Rome #34,Rome,Deliveroo,KFC,63,55-64,Male,Reserved,Delivery,315
Reservation System,0.0,4708.68844,2024Q3,IT,0.0,KFC Rome #34,Rome,Deliveroo,KFC,63,55-64,Male,Reserved,Delivery,315
Pricing,0.0,4708.68844,2024Q3,IT,0.0,KFC Rome #34,Rome,Deliveroo,KFC,63,55-64,Male,Reserved,Delivery,315
Customer Service,0.0,4708.68844,2024Q3,IT,0.0,KFC Rome #34,Rome,Deliveroo,KFC,63,55-64,Male,Reserved,Delivery,315
Special Features or Experiences,5088.58656,0.0,2024Q3,FR,5088.58656,McDonald's Paris #52,Paris,OpenTable,McDonald's,27,25-34,Female,Reserved,Eat In,316
Hygiene & Cleanliness,5088.58656,0.0,2024Q3,FR,0.0,McDonald's Paris #52,Paris,OpenTable,McDonald's,27,25-34,Female,Reserved,Eat In,316
Reservation System,5088.58656,0.0,2024Q3,FR,0.0,McDonald's Paris #52,Paris,OpenTable,McDonald's,27,25-34,Female,Reserved,Eat In,316
Menu Variety,5088.58656,0.0,2024Q3,FR,0.0,McDonald's Paris #52,Paris,OpenTable,McDonald's,27,25-34,Female,Reserved,Eat In,316
Customer Service,9889.64624,0.0,2024Q3,ES,9889.64624,Burger King Madrid #20,Madrid,JustEat,Burger King,78,65+,Male,Reserved,Delivery,317
Customer Service,6655.89711,0.0,2024Q2,IT,6655.89711,Chipotle Rome #52,Rome,RestaurantWebsite,Chipotle,64,55-64,Male,Walk-In,Eat In,318
Hygiene & Cleanliness,6655.89711,0.0,2024Q2,IT,0.0,Chipotle Rome #52,Rome,RestaurantWebsite,Chipotle,64,55-64,Male,Walk-In,Eat In,318
Special Features or Experiences,6655.89711,0.0,2024Q2,IT,0.0,Chipotle Rome #52,Rome,RestaurantWebsite,Chipotle,64,55-64,Male,Walk-In,Eat In,318
Location & Accessibility,6655.89711,0.0,2024Q2,IT,0.0,Chipotle Rome #52,Rome,RestaurantWebsite,Chipotle,64,55-64,Male,Walk-In,Eat In,318
Pricing,0.0,9087.38502,2024Q3,US,9087.38502,KFC New York #51,New York,RestaurantWebsite,KFC,89,65+,Male,Reserved,Eat In,319
Pricing,3329.54903,0.0,2024Q3,ES,3329.54903,Burger King Madrid #57,Madrid,Deliveroo,Burger King,64,55-64,Male,Reserved,Delivery,320
Menu Variety,3329.54903,0.0,2024Q3,ES,0.0,Burger King Madrid #57,Madrid,Deliveroo,Burger King,64,55-64,Male,Reserved,Delivery,320
Special Features or Experiences,3329.54903,0.0,2024Q3,ES,0.0,Burger King Madrid #57,Madrid,Deliveroo,Burger King,64,55-64,Male,Reserved,Delivery,320
Location & Accessibility,3329.54903,0.0,2024Q3,ES,0.0,Burger King Madrid #57,Madrid,Deliveroo,Burger King,64,55-64,Male,Reserved,Delivery,320
Hygiene & Cleanliness,1149.73143,0.0,2024Q2,FR,1149.73143,Burger King Paris #95,Paris,Deliveroo,Burger King,18,18-24,Female,Reserved,Delivery,321
Menu Variety,1149.73143,0.0,2024Q2,FR,0.0,Burger King Paris #95,Paris,Deliveroo,Burger King,18,18-24,Female,Reserved,Delivery,321
Special Features or Experiences,1149.73143,0.0,2024Q2,FR,0.0,Burger King Paris #95,Paris,Deliveroo,Burger King,18,18-24,Female,Reserved,Delivery,321
Ambience,2378.24268,0.0,2024Q3,ES,2378.24268,McDonald's Madrid #7,Madrid,UberEats,McDonald's,38,35-45,Male,Reserved,Delivery,322
Menu Variety,4173.10551,0.0,2024Q2,UK,4173.10551,Subway London #85,London,UberEats,Subway,24,18-24,Female,Reserved,Delivery,323
Customer Service,4173.10551,0.0,2024Q2,UK,0.0,Subway London #85,London,UberEats,Subway,24,18-24,Female,Reserved,Delivery,323
Menu Variety,7880.05651,0.0,2024Q3,ES,7880.05651,Burger King Madrid #76,Madrid,OpenTable,Burger King,45,35-45,Female,Reserved,Eat In,324
Location & Accessibility,7880.05651,0.0,2024Q3,ES,0.0,Burger King Madrid #76,Madrid,OpenTable,Burger King,45,35-45,Female,Reserved,Eat In,324
Food Quality,0.0,4745.13789,2024Q3,US,4745.13789,McDonald's New York #63,New York,Deliveroo,McDonald's,77,65+,Female,Reserved,Delivery,325
Customer Service,0.0,4745.13789,2024Q3,US,0.0,McDonald's New York #63,New York,Deliveroo,McDonald's,77,65+,Female,Reserved,Delivery,325
Ambience,0.0,4745.13789,2024Q3,US,0.0,McDonald's New York #63,New York,Deliveroo,McDonald's,77,65+,Female,Reserved,Delivery,325
Hygiene & Cleanliness,0.0,4745.13789,2024Q3,US,0.0,McDonald's New York #63,New York,Deliveroo,McDonald's,77,65+,Female,Reserved,Delivery,325
Ambience,2403.56408,0.0,2024Q2,FR,2403.56408,Subway Paris #60,Paris,RestaurantWebsite,Subway,79,65+,Male,Walk-In,Takeout,326
Pricing,2403.56408,0.0,2024Q2,FR,0.0,Subway Paris #60,Paris,RestaurantWebsite,Subway,79,65+,Male,Walk-In,Takeout,326
Hygiene & Cleanliness,2403.56408,0.0,2024Q2,FR,0.0,Subway Paris #60,Paris,RestaurantWebsite,Subway,79,65+,Male,Walk-In,Takeout,326
Special Features or Experiences,2403.56408,0.0,2024Q2,FR,0.0,Subway Paris #60,Paris,RestaurantWebsite,Subway,79,65+,Male,Walk-In,Takeout,326
Hygiene & Cleanliness,9656.04151,0.0,2024Q3,FR,9656.04151,Burger King Paris #43,Paris,JustEat,Burger King,33,25-34,Male,Reserved,Delivery,327
Food Quality,7091.5175,0.0,2024Q3,US,7091.5175,Chipotle New York #84,New York,Deliveroo,Chipotle,57,55-64,Male,Reserved,Delivery,328
Hygiene & Cleanliness,7091.5175,0.0,2024Q3,US,0.0,Chipotle New York #84,New York,Deliveroo,Chipotle,57,55-64,Male,Reserved,Delivery,328
Menu Variety,7091.5175,0.0,2024Q3,US,0.0,Chipotle New York #84,New York,Deliveroo,Chipotle,57,55-64,Male,Reserved,Delivery,328
Customer Service,3929.89873,0.0,2024Q2,DE,3929.89873,Subway Berlin #87,Berlin,RestaurantWebsite,Subway,43,35-45,Female,Walk-In,Takeout,329
Customer Service,0.0,8006.77782,2024Q3,DE,8006.77782,McDonald's Berlin #19,Berlin,OpenTable,McDonald's,36,35-45,Female,Reserved,Eat In,330
Ambience,0.0,8006.77782,2024Q3,DE,0.0,McDonald's Berlin #19,Berlin,OpenTable,McDonald's,36,35-45,Female,Reserved,Eat In,330
Service Speed,0.0,8006.77782,2024Q3,DE,0.0,McDonald's Berlin #19,Berlin,OpenTable,McDonald's,36,35-45,Female,Reserved,Eat In,330
Location & Accessibility,6998.55071,0.0,2024Q3,UK,6998.55071,KFC London #8,London,RestaurantWebsite,KFC,89,65+,Male,Walk-In,Takeout,331
Location & Accessibility,3409.76502,0.0,2024Q2,DE,3409.76502,Burger King Berlin #58,Berlin,RestaurantWebsite,Burger King,87,65+,Female,Reserved,Delivery,332
Special Features or Experiences,3409.76502,0.0,2024Q2,DE,0.0,Burger King Berlin #58,Berlin,RestaurantWebsite,Burger King,87,65+,Female,Reserved,Delivery,332
Service Speed,3409.76502,0.0,2024Q2,DE,0.0,Burger King Berlin #58,Berlin,RestaurantWebsite,Burger King,87,65+,Female,Reserved,Delivery,332
Menu Variety,3409.76502,0.0,2024Q2,DE,0.0,Burger King Berlin #58,Berlin,RestaurantWebsite,Burger King,87,65+,Female,Reserved,Delivery,332
Hygiene & Cleanliness,0.0,8292.3125,2024Q3,US,8292.3125,Subway New York #49,New York,RestaurantWebsite,Subway,19,18-24,Female,Reserved,Eat In,333
Ambience,0.0,8292.3125,2024Q3,US,0.0,Subway New York #49,New York,RestaurantWebsite,Subway,19,18-24,Female,Reserved,Eat In,333
Customer Service,2245.10632,0.0,2024Q3,FR,2245.10632,KFC Paris #42,Paris,RestaurantWebsite,KFC,45,35-45,Female,Walk-In,Takeout,334
Location & Accessibility,2245.10632,0.0,2024Q3,FR,0.0,KFC Paris #42,Paris,RestaurantWebsite,KFC,45,35-45,Female,Walk-In,Takeout,334
Food Quality,2245.10632,0.0,2024Q3,FR,0.0,KFC Paris #42,Paris,RestaurantWebsite,KFC,45,35-45,Female,Walk-In,Takeout,334
Menu Variety,1576.30292,0.0,2024Q2,FR,1576.30292,McDonald's Paris #76,Paris,JustEat,McDonald's,21,18-24,Female,Reserved,Delivery,335
Customer Service,0.0,3882.34688,2024Q3,UK,3882.34688,KFC London #56,London,Deliveroo,KFC,21,18-24,Female,Reserved,Delivery,336
Location & Accessibility,0.0,3882.34688,2024Q3,UK,0.0,KFC London #56,London,Deliveroo,KFC,21,18-24,Female,Reserved,Delivery,336
Food Quality,0.0,3882.34688,2024Q3,UK,0.0,KFC London #56,London,Deliveroo,KFC,21,18-24,Female,Reserved,Delivery,336
Special Features or Experiences,0.0,3882.34688,2024Q3,UK,0.0,KFC London #56,London,Deliveroo,KFC,21,18-24,Female,Reserved,Delivery,336
Menu Variety,8718.58272,0.0,2024Q3,US,8718.58272,Chipotle New York #49,New York,Deliveroo,Chipotle,21,18-24,Male,Reserved,Delivery,337
Reservation System,8718.58272,0.0,2024Q3,US,0.0,Chipotle New York #49,New York,Deliveroo,Chipotle,21,18-24,Male,Reserved,Delivery,337
Hygiene & Cleanliness,8718.58272,0.0,2024Q3,US,0.0,Chipotle New York #49,New York,Deliveroo,Chipotle,21,18-24,Male,Reserved,Delivery,337
Food Quality,2936.54091,0.0,2024Q3,UK,2936.54091,Burger King London #80,London,Deliveroo,Burger King,45,35-45,Female,Reserved,Delivery,338
Service Speed,2936.54091,0.0,2024Q3,UK,0.0,Burger King London #80,London,Deliveroo,Burger King,45,35-45,Female,Reserved,Delivery,338
Service Speed,1304.17595,0.0,2024Q3,FR,1304.17595,McDonald's Paris #72,Paris,OpenTable,McDonald's,45,35-45,Male,Reserved,Eat In,339
Food Quality,1304.17595,0.0,2024Q3,FR,0.0,McDonald's Paris #72,Paris,OpenTable,McDonald's,45,35-45,Male,Reserved,Eat In,339
Pricing,1304.17595,0.0,2024Q3,FR,0.0,McDonald's Paris #72,Paris,OpenTable,McDonald's,45,35-45,Male,Reserved,Eat In,339
Ambience,9098.56587,0.0,2024Q2,UK,9098.56587,Burger King London #84,London,OpenTable,Burger King,63,55-64,Male,Reserved,Eat In,340
Hygiene & Cleanliness,9098.56587,0.0,2024Q2,UK,0.0,Burger King London #84,London,OpenTable,Burger King,63,55-64,Male,Reserved,Eat In,340
Special Features or Experiences,9098.56587,0.0,2024Q2,UK,0.0,Burger King London #84,London,OpenTable,Burger King,63,55-64,Male,Reserved,Eat In,340
Customer Service,9098.56587,0.0,2024Q2,UK,0.0,Burger King London #84,London,OpenTable,Burger King,63,55-64,Male,Reserved,Eat In,340
Food Quality,4490.90032,0.0,2024Q2,DE,4490.90032,Burger King Berlin #6,Berlin,RestaurantWebsite,Burger King,19,18-24,Female,Reserved,Delivery,341
Special Features or Experiences,4490.90032,0.0,2024Q2,DE,0.0,Burger King Berlin #6,Berlin,RestaurantWebsite,Burger King,19,18-24,Female,Reserved,Delivery,341
Location & Accessibility,4490.90032,0.0,2024Q2,DE,0.0,Burger King Berlin #6,Berlin,RestaurantWebsite,Burger King,19,18-24,Female,Reserved,Delivery,341
Menu Variety,4490.90032,0.0,2024Q2,DE,0.0,Burger King Berlin #6,Berlin,RestaurantWebsite,Burger King,19,18-24,Female,Reserved,Delivery,341
Hygiene & Cleanliness,5301.52387,0.0,2024Q3,UK,5301.52387,Burger King London #58,London,Deliveroo,Burger King,28,25-34,Female,Reserved,Delivery,342
Ambience,5301.52387,0.0,2024Q3,UK,0.0,Burger King London #58,London,Deliveroo,Burger King,28,25-34,Female,Reserved,Delivery,342
Service Speed,5301.52387,0.0,2024Q3,UK,0.0,Burger King London #58,London,Deliveroo,Burger King,28,25-34,Female,Reserved,Delivery,342
Customer Service,8901.01708,0.0,2024Q2,UK,8901.01708,Subway London #14,London,OpenTable,Subway,62,55-64,Female,Reserved,Eat In,343
Food Quality,8901.01708,0.0,2024Q2,UK,0.0,Subway London #14,London,OpenTable,Subway,62,55-64,Female,Reserved,Eat In,343
Ambience,8901.01708,0.0,2024Q2,UK,0.0,Subway London #14,London,OpenTable,Subway,62,55-64,Female,Reserved,Eat In,343
Food Quality,0.0,4946.08054,2024Q2,ES,4946.08054,Burger King Madrid #66,Madrid,Deliveroo,Burger King,30,25-34,Female,Reserved,Delivery,344
Reservation System,0.0,4946.08054,2024Q2,ES,0.0,Burger King Madrid #66,Madrid,Deliveroo,Burger King,30,25-34,Female,Reserved,Delivery,344
Food Quality,9781.69712,0.0,2024Q3,FR,9781.69712,Subway Paris #50,Paris,Deliveroo,Subway,26,25-34,Male,Reserved,Delivery,345
Menu Variety,7794.46748,0.0,2024Q2,FR,7794.46748,Subway Paris #19,Paris,RestaurantWebsite,Subway,77,65+,Female,Walk-In,Takeout,346
Reservation System,7794.46748,0.0,2024Q2,FR,0.0,Subway Paris #19,Paris,RestaurantWebsite,Subway,77,65+,Female,Walk-In,Takeout,346
Food Quality,7794.46748,0.0,2024Q2,FR,0.0,Subway Paris #19,Paris,RestaurantWebsite,Subway,77,65+,Female,Walk-In,Takeout,346
Pricing,0.0,9418.85734,2024Q2,FR,9418.85734,KFC Paris #38,Paris,Deliveroo,KFC,88,65+,Female,Reserved,Delivery,347
Food Quality,0.0,9418.85734,2024Q2,FR,0.0,KFC Paris #38,Paris,Deliveroo,KFC,88,65+,Female,Reserved,Delivery,347
Customer Service,0.0,9418.85734,2024Q2,FR,0.0,KFC Paris #38,Paris,Deliveroo,KFC,88,65+,Female,Reserved,Delivery,347
Pricing,3726.11291,0.0,2024Q3,UK,3726.11291,Subway London #97,London,JustEat,Subway,22,18-24,Male,Reserved,Delivery,348
Special Features or Experiences,3726.11291,0.0,2024Q3,UK,0.0,Subway London #97,London,JustEat,Subway,22,18-24,Male,Reserved,Delivery,348
Reservation System,2597.74979,0.0,2024Q2,FR,2597.74979,KFC Paris #67,Paris,OpenTable,KFC,20,18-24,Male,Reserved,Eat In,349
Special Features or Experiences,2597.74979,0.0,2024Q2,FR,0.0,KFC Paris #67,Paris,OpenTable,KFC,20,18-24,Male,Reserved,Eat In,349
Pricing,0.0,3385.1222,2024Q2,FR,3385.1222,Subway Paris #61,Paris,RestaurantWebsite,Subway,30,25-34,Female,Reserved,Delivery,350
Hygiene & Cleanliness,0.0,3385.1222,2024Q2,FR,0.0,Subway Paris #61,Paris,RestaurantWebsite,Subway,30,25-34,Female,Reserved,Delivery,350
Reservation System,0.0,3385.1222,2024Q2,FR,0.0,Subway Paris #61,Paris,RestaurantWebsite,Subway,30,25-34,Female,Reserved,Delivery,350
Special Features or Experiences,0.0,9851.76126,2024Q3,UK,9851.76126,Subway London #65,London,JustEat,Subway,24,18-24,Male,Reserved,Delivery,351
Customer Service,0.0,9851.76126,2024Q3,UK,0.0,Subway London #65,London,JustEat,Subway,24,18-24,Male,Reserved,Delivery,351
Service Speed,0.0,9851.76126,2024Q3,UK,0.0,Subway London #65,London,JustEat,Subway,24,18-24,Male,Reserved,Delivery,351
Location & Accessibility,0.0,9851.76126,2024Q3,UK,0.0,Subway London #65,London,JustEat,Subway,24,18-24,Male,Reserved,Delivery,351
Special Features or Experiences,0.0,3674.59061,2024Q2,US,3674.59061,KFC New York #15,New York,RestaurantWebsite,KFC,22,18-24,Male,Reserved,Delivery,352
Pricing,0.0,3674.59061,2024Q2,US,0.0,KFC New York #15,New York,RestaurantWebsite,KFC,22,18-24,Male,Reserved,Delivery,352
Hygiene & Cleanliness,0.0,3674.59061,2024Q2,US,0.0,KFC New York #15,New York,RestaurantWebsite,KFC,22,18-24,Male,Reserved,Delivery,352
Menu Variety,1315.53025,0.0,2024Q3,ES,1315.53025,Subway Madrid #62,Madrid,Deliveroo,Subway,27,25-34,Female,Reserved,Delivery,353
Special Features or Experiences,6134.8078,0.0,2024Q3,IT,6134.8078,Burger King Rome #64,Rome,Deliveroo,Burger King,20,18-24,Female,Reserved,Delivery,354
Pricing,6134.8078,0.0,2024Q3,IT,0.0,Burger King Rome #64,Rome,Deliveroo,Burger King,20,18-24,Female,Reserved,Delivery,354
Food Quality,6134.8078,0.0,2024Q3,IT,0.0,Burger King Rome #64,Rome,Deliveroo,Burger King,20,18-24,Female,Reserved,Delivery,354
Service Speed,6134.8078,0.0,2024Q3,IT,0.0,Burger King Rome #64,Rome,Deliveroo,Burger King,20,18-24,Female,Reserved,Delivery,354
Ambience,0.0,8585.6806,2024Q2,ES,8585.6806,Chipotle Madrid #16,Madrid,RestaurantWebsite,Chipotle,59,55-64,Female,Reserved,Delivery,355
Pricing,0.0,8585.6806,2024Q2,ES,0.0,Chipotle Madrid #16,Madrid,RestaurantWebsite,Chipotle,59,55-64,Female,Reserved,Delivery,355
Special Features or Experiences,0.0,8585.6806,2024Q2,ES,0.0,Chipotle Madrid #16,Madrid,RestaurantWebsite,Chipotle,59,55-64,Female,Reserved,Delivery,355
Location & Accessibility,0.0,6143.35221,2024Q3,UK,6143.35221,McDonald's London #52,London,UberEats,McDonald's,28,25-34,Male,Reserved,Delivery,356
Ambience,0.0,6143.35221,2024Q3,UK,0.0,McDonald's London #52,London,UberEats,McDonald's,28,25-34,Male,Reserved,Delivery,356
Food Quality,0.0,6143.35221,2024Q3,UK,0.0,McDonald's London #52,London,UberEats,McDonald's,28,25-34,Male,Reserved,Delivery,356
Customer Service,0.0,6070.19719,2024Q2,FR,6070.19719,Subway Paris #43,Paris,OpenTable,Subway,82,65+,Male,Reserved,Eat In,357
Special Features or Experiences,3905.79396,0.0,2024Q3,IT,3905.79396,McDonald's Rome #80,Rome,JustEat,McDonald's,80,65+,Male,Reserved,Delivery,358
Menu Variety,3905.79396,0.0,2024Q3,IT,0.0,McDonald's Rome #80,Rome,JustEat,McDonald's,80,65+,Male,Reserved,Delivery,358
Reservation System,3905.79396,0.0,2024Q3,IT,0.0,McDonald's Rome #80,Rome,JustEat,McDonald's,80,65+,Male,Reserved,Delivery,358
Food Quality,6391.49906,0.0,2024Q3,FR,6391.49906,McDonald's Paris #59,Paris,RestaurantWebsite,McDonald's,25,25-34,Female,Walk-In,Takeout,359
Pricing,6391.49906,0.0,2024Q3,FR,0.0,McDonald's Paris #59,Paris,RestaurantWebsite,McDonald's,25,25-34,Female,Walk-In,Takeout,359
